barometer_data.timeStamp_barometer,has_barometer_data,barometer_data.temperature,barometer_data.altitude,barometer_data.pressure
199289931,1,33.09,4230.5,631.83
199292540,1,33.09,4224.83,632.23
199295149,1,33.09,4220.01,632.57
199297758,1,33.09,4219.59,632.6
199300367,1,33.09,4217.61,632.74
199302976,1,33.09,4220.86,632.51
199305585,1,33.1,4217.89,632.73
199308194,1,33.1,4219.87,632.59
199312080,1,33.08,4220.73,632.51
199314691,1,33.08,4220.58,632.52
199317301,1,33.08,4223.98,632.28
199319910,1,33.08,4215.35,632.89
199322519,1,33.08,4214.64,632.94
199325128,1,33.09,4213.78,633.01
199327737,1,33.09,4211.94,633.14
199330346,1,33.09,4217.61,632.74
199332955,1,33.09,4220.58,632.53
199335564,1,33.09,4208.27,633.4
199338173,1,33.09,4203.46,633.74
199340782,1,33.09,4194.98,634.34
199343391,1,33.09,4175.23,635.74
199346000,1,33.09,4172.98,635.9
199348609,1,33.09,4176.92,635.62
199352497,1,33.07,4192.59,634.49
199355107,1,33.07,4194.85,634.33
199357717,1,33.08,4198.66,634.07
199360326,1,33.08,4214.64,632.94
199362935,1,33.08,4202.9,633.77
199365544,1,33.08,4187.79,634.84
199368153,1,33.08,4180.59,635.35
199370762,1,33.08,4182.43,635.22
199373371,1,33.09,4184.4,635.09
199375980,1,33.09,4183.69,635.14
199378589,1,33.09,4179.46,635.44
199381197,1,33.09,4182.56,635.22
199383806,1,33.09,4181.72,635.28
199386415,1,33.09,4190.46,634.66
199389024,1,33.09,4186.79,634.92
199392912,1,33.07,4181.16,635.3
199395521,1,33.07,4177.92,635.53
199398130,1,33.07,4181.16,635.3
199400739,1,33.08,4179.18,635.45
199403348,1,33.08,4181.44,635.29
199405957,1,33.08,4181.01,635.32
199408566,1,33.08,4180.73,635.34
199411175,1,33.09,4179.6,635.43
199413784,1,33.08,4186.52,634.93
199416393,1,33.09,4184.54,635.08
199419002,1,33.09,4181.86,635.27
199421611,1,33.09,4178.76,635.49
199424220,1,33.09,4179.04,635.47
199426829,1,33.09,4177.77,635.56
199429438,1,33.09,4175.51,635.72
199433326,1,33.07,4159.19,636.86
199435935,1,33.07,4157.64,636.97
199438544,1,33.07,4147.38,637.7
199441153,1,33.08,4143.02,638.02
199443762,1,33.08,4150.19,637.51
199446371,1,33.08,4152.3,637.36
199448980,1,33.08,4151.03,637.45
199451589,1,33.08,4149.2,637.58
199454198,1,33.08,4148.08,637.66
199456807,1,33.09,4149.06,637.6
199459416,1,33.09,4147.93,637.68
199462025,1,33.09,4145.27,637.87
199464634,1,33.09,4146.67,637.77
199467243,1,33.09,4146.53,637.78
199469852,1,33.09,4140.77,638.19
199473739,1,33.07,4143.45,637.98
199476349,1,33.07,4136.01,638.51
199478958,1,33.08,4133.76,638.68
199481567,1,33.08,4126.89,639.17
199484176,1,33.08,4131.52,638.84
199486785,1,33.08,4125.63,639.26
199489394,1,33.08,4127.31,639.14
199492003,1,33.09,4115.96,639.96
199494612,1,33.09,4118.76,639.76
199497221,1,33.08,4110.79,640.32
199499830,1,33.09,4114.0,640.1
199502439,1,33.09,4119.18,639.73
199505048,1,33.09,4123.38,639.43
199507657,1,33.09,4126.75,639.19
199510266,1,33.09,4135.3,638.58
199514339,1,33.07,4150.47,637.48
199516948,1,33.07,4162.15,636.65
199519557,1,33.07,4170.73,636.04
199522166,1,33.08,4178.34,635.51
199524775,1,33.08,4179.32,635.44
199527384,1,33.08,4175.38,635.72
199529993,1,33.08,4160.31,636.79
199532602,1,33.08,4160.73,636.76
199535211,1,33.08,4156.09,637.09
199537820,1,33.08,4155.95,637.1
199540429,1,33.08,4168.9,636.18
199543038,1,33.08,4151.45,637.42
199545647,1,33.09,4150.6,637.49
199548256,1,33.09,4139.51,638.28
199550865,1,33.09,4138.39,638.36
199554753,1,33.07,4130.12,638.93
199557364,1,33.07,4131.24,638.85
199559973,1,33.07,4136.01,638.51
199562582,1,33.07,4145.98,637.8
199565191,1,33.08,4155.81,637.11
199567800,1,33.07,4157.08,637.01
199570409,1,33.08,4164.53,636.49
199573018,1,33.08,4151.31,637.43
199575627,1,33.08,4144.29,637.93
199578236,1,33.08,4143.87,637.96
199580845,1,33.08,4139.23,638.29
199583454,1,33.08,4124.23,639.36
199586063,1,33.08,4119.75,639.68
199588672,1,33.08,4112.89,640.17
199591281,1,33.08,4104.35,640.78
199595195,1,33.06,4091.37,641.69
199597805,1,33.07,4086.2,642.07
199600406,1,33.07,4074.07,642.94
199603015,1,33.07,4071.01,643.16
199605624,1,33.07,4066.55,643.48
199608233,1,33.07,4064.6,643.62
199610842,1,33.08,4063.07,643.74
199613451,1,33.08,4060.42,643.93
199616060,1,33.08,4061.26,643.87
199618669,1,33.08,4056.81,644.19
199621278,1,33.08,4053.47,644.43
199623887,1,33.08,4053.19,644.45
199626496,1,33.08,4054.17,644.38
199629105,1,33.08,4053.05,644.46
199631714,1,33.08,4056.25,644.23
199635600,1,33.06,4051.82,644.53
199638209,1,33.06,4050.98,644.59
199640818,1,33.07,4051.95,644.53
199643427,1,33.07,4058.34,644.07
199646036,1,33.07,4053.89,644.39
199648645,1,33.07,4060.01,643.95
199651254,1,33.08,4061.12,643.88
199653863,1,33.08,4048.33,644.8
199656472,1,33.07,4052.5,644.49
199659081,1,33.08,4052.91,644.47
199661690,1,33.07,4060.29,643.93
199664299,1,33.08,4121.99,639.52
199666908,1,33.08,4126.19,639.22
199669517,1,33.08,4122.13,639.51
199672126,1,33.08,4088.01,641.95
199676013,1,33.06,4071.57,643.11
199678622,1,33.06,4055.29,644.28
199681231,1,33.06,4052.79,644.46
199683840,1,33.06,4051.12,644.58
199686449,1,33.07,4040.42,645.36
199689058,1,33.07,4045.14,645.02
199691667,1,33.07,4046.39,644.93
199694276,1,33.07,4041.95,645.25
199696885,1,33.07,4038.2,645.52
199699494,1,33.07,4031.96,645.97
199702103,1,33.07,4039.03,645.46
199704712,1,33.07,4033.76,645.84
199707321,1,33.08,4034.17,645.82
199709922,1,33.08,4031.26,646.03
199712531,1,33.08,4036.39,645.66
199716425,1,33.06,4040.98,645.31
199719035,1,33.06,4045.42,644.99
199721645,1,33.06,4056.4,644.2
199724254,1,33.06,4078.82,642.59
199726863,1,33.06,4062.52,643.76
199729472,1,33.07,4025.72,646.42
199732081,1,33.07,4021.42,646.73
199734690,1,33.07,4019.48,646.87
199737299,1,33.07,4017.96,646.98
199739908,1,33.07,4033.9,645.83
199742517,1,33.07,4041.81,645.26
199745125,1,33.07,4040.97,645.32
199747734,1,33.07,4047.78,644.83
199750343,1,33.07,4040.83,645.33
199752952,1,33.07,4045.0,645.03
199756841,1,33.05,4047.24,644.85
199759450,1,33.05,4042.24,645.21
199762059,1,33.06,4044.04,645.09
199764668,1,33.06,4038.34,645.5
199767277,1,33.06,4036.26,645.65
199769886,1,33.06,4052.79,644.46
199772495,1,33.06,4046.68,644.9
199775104,1,33.06,4024.75,646.48
199777713,1,33.06,3991.01,648.92
199780322,1,33.06,3979.42,649.76
199782931,1,33.06,3984.94,649.36
199785540,1,33.06,4001.23,648.18
199788149,1,33.06,3996.67,648.51
199790758,1,33.06,3990.18,648.98
199793367,1,33.06,3981.76,649.59
199797266,1,33.04,3978.61,649.8
199799875,1,33.05,3988.26,649.11
199802484,1,33.05,3994.47,648.66
199805093,1,33.05,3999.03,648.33
199807702,1,33.05,4015.07,647.17
199810311,1,33.05,4012.44,647.36
199812920,1,33.05,4016.45,647.07
199815529,1,33.05,4015.34,647.15
199818138,1,33.05,4026.29,646.36
199820747,1,33.06,4032.52,645.92
199823356,1,33.06,4048.9,644.74
199825965,1,33.06,4059.6,643.97
199828574,1,33.06,4047.37,644.85
199831183,1,33.06,4052.09,644.51
199833792,1,33.06,4058.35,644.06
199837679,1,33.04,4031.7,645.96
199840290,1,33.04,4009.96,647.53
199842900,1,33.04,4007.74,647.69
199845509,1,33.04,3983.71,649.43
199848118,1,33.04,3968.69,650.52
199850727,1,33.04,3962.36,650.98
199853336,1,33.04,3962.08,651.0
199855945,1,33.04,3960.98,651.08
199858554,1,33.05,3957.26,651.36
199861163,1,33.05,3957.4,651.35
199863772,1,33.05,3957.95,651.31
199866381,1,33.05,3968.13,650.57
199868990,1,33.05,3981.08,649.63
199871599,1,33.05,3979.84,649.72
199874208,1,33.05,3992.4,648.81
199878095,1,33.03,4015.91,647.09
199880705,1,33.04,4022.69,646.61
199883315,1,33.03,4023.25,646.56
199885924,1,33.04,4022.55,646.62
199888533,1,33.04,4019.37,646.85
199891142,1,33.04,4013.55,647.27
199893751,1,33.04,4016.88,647.03
199896360,1,33.04,4014.24,647.22
199898969,1,33.04,4011.2,647.44
199901578,1,33.04,4007.6,647.7
199904187,1,33.05,4010.78,647.48
199906796,1,33.05,4009.81,647.55
199909405,1,33.04,4013.55,647.27
199912014,1,33.04,3981.23,649.61
199914623,1,33.04,3963.6,650.89
199918510,1,33.02,3936.13,652.87
199921120,1,33.02,3944.64,652.25
199923729,1,33.02,3958.11,651.27
199926338,1,33.02,3970.22,650.39
199928947,1,33.03,3968.42,650.53
199931556,1,33.03,3971.59,650.3
199934165,1,33.03,3954.11,651.57
199936774,1,33.03,3924.61,653.72
199939383,1,33.02,3932.84,653.11
199941992,1,33.03,3925.16,653.68
199944601,1,33.02,3920.1,654.04
199947210,1,33.03,3901.21,655.43
199949819,1,33.03,3899.29,655.57
199952428,1,33.03,3903.12,655.29
199955037,1,33.03,3905.17,655.14
199959108,1,33.01,3905.05,655.13
199961719,1,33.01,3906.69,655.01
199964329,1,33.01,3916.55,654.29
199966938,1,33.01,3910.11,654.76
199969547,1,33.01,3910.25,654.75
199972156,1,33.02,3911.75,654.65
199974765,1,33.02,3906.82,655.01
199977374,1,33.02,3905.73,655.09
199979983,1,33.02,3945.88,652.16
199982592,1,33.02,3971.6,650.29
199985201,1,33.02,3976.56,649.93
199987810,1,33.02,3945.47,652.19
199990419,1,33.02,3917.49,654.23
199993028,1,33.03,3910.37,654.76
199995637,1,33.03,3929.54,653.36
199999524,1,33.01,3946.85,652.08
200002133,1,33.01,3947.67,652.02
200004742,1,33.01,3937.24,652.78
200007351,1,33.01,3917.78,654.2
200009960,1,33.02,3899.44,655.55
200012569,1,33.02,3885.11,656.6
200015178,1,33.02,3884.83,656.62
200017787,1,33.02,3887.43,656.43
200020396,1,33.02,3922.84,653.84
200023005,1,33.03,3910.92,654.72
200025614,1,33.03,3905.72,655.1
200028223,1,33.03,3919.27,654.11
200030832,1,33.03,3902.85,655.31
200033441,1,33.03,3892.88,656.04
200036050,1,33.03,3881.55,656.87
200039937,1,33.02,3877.74,657.14
200042546,1,33.02,3870.66,657.66
200045155,1,33.02,3878.02,657.12
200047764,1,33.02,3872.02,657.56
200050373,1,33.02,3874.75,657.36
200052982,1,33.03,3878.42,657.1
200055591,1,33.03,3884.42,656.66
200058200,1,33.03,3897.38,655.71
200060809,1,33.03,3903.4,655.27
200063418,1,33.03,3927.62,653.5
200066027,1,33.04,3924.19,653.76
200068636,1,33.04,3925.01,653.7
200071245,1,33.04,3913.37,654.55
200073854,1,33.04,3911.73,654.67
200076463,1,33.04,3904.21,655.22
200080351,1,33.02,3885.11,656.6
200082961,1,33.03,3875.28,657.33
200085570,1,33.03,3874.6,657.38
200088179,1,33.03,3870.79,657.66
200090788,1,33.03,3870.38,657.69
200093397,1,33.03,3862.75,658.25
200096006,1,33.03,3863.57,658.19
200098615,1,33.03,3846.03,659.48
200101224,1,33.03,3838.57,660.03
200103833,1,33.04,3836.52,660.19
200106442,1,33.04,3837.2,660.14
200109051,1,33.04,3849.42,659.24
200111660,1,33.04,3863.97,658.17
200114269,1,33.04,3873.36,657.48
200116878,1,33.04,3890.55,656.22
200120765,1,33.02,3892.2,656.08
200123375,1,33.02,3883.61,656.71
200125985,1,33.02,3872.7,657.51
200128594,1,33.03,3869.02,657.79
200131203,1,33.03,3859.49,658.49
200133812,1,33.03,3849.43,659.23
200136421,1,33.03,3843.86,659.64
200139030,1,33.03,3835.72,660.24
200141639,1,33.04,3830.28,660.65
200144248,1,33.04,3829.33,660.72
200146857,1,33.04,3823.91,661.12
200149465,1,33.04,3825.13,661.03
200152074,1,33.04,3828.65,660.77
200154683,1,33.04,3835.03,660.3
200157423,1,33.04,3841.68,659.81
200161180,1,33.02,3833.69,660.38
200163789,1,33.02,3821.09,661.31
200166398,1,33.03,3811.33,662.04
200169523,1,33.02,3803.5,662.61
200172132,1,33.02,3802.42,662.69
200174741,1,33.03,3808.9,662.22
200177350,1,33.03,3819.99,661.4
200179959,1,33.03,3833.68,660.39
200182568,1,33.03,3857.72,658.62
200185177,1,33.03,3868.61,657.82
200187786,1,33.03,3884.69,656.64
200191886,1,33.01,3880.62,656.92
200194495,1,33.02,3857.05,658.66
200197104,1,33.02,3863.85,658.16
200202089,1,32.99,3857.22,658.62
200204707,1,32.99,3854.23,658.84
200207318,1,33.0,3834.25,660.32
200209927,1,33.0,3836.83,660.13
200212536,1,33.01,3820.42,661.35
200215145,1,33.01,3806.89,662.35
200217754,1,33.01,3798.78,662.95
200220363,1,33.02,3790.26,663.59
200222972,1,33.02,3787.43,663.8
200225581,1,33.02,3791.74,663.48
200228189,1,33.02,3800.12,662.86
200230798,1,33.03,3801.19,662.79
200233407,1,33.03,3810.38,662.11
200236016,1,33.03,3810.79,662.08
200238625,1,33.03,3824.19,661.09
200242513,1,33.01,3820.69,661.33
200245122,1,33.02,3812.83,661.92
200247731,1,33.02,3809.72,662.15
200250340,1,33.02,3800.52,662.83
200252949,1,33.02,3795.66,663.19
200255558,1,33.02,3789.45,663.65
200258167,1,33.03,3786.07,663.91
200260776,1,33.03,3778.92,664.44
200263385,1,33.03,3778.24,664.49
200265994,1,33.03,3776.22,664.64
200268603,1,33.03,3776.76,664.6
200271212,1,33.03,3778.51,664.47
200273821,1,33.03,3778.51,664.47
200276430,1,33.03,3782.42,664.18
200279039,1,33.03,3777.71,664.53
200282925,1,33.02,3789.86,663.62
200285534,1,33.02,3778.66,664.45
200288143,1,33.02,3786.21,663.89
200290752,1,33.02,3802.42,662.69
200293361,1,33.03,3801.86,662.74
200295970,1,33.03,3798.49,662.99
200298579,1,33.03,3801.86,662.74
200301188,1,33.03,3798.49,662.99
200303797,1,33.03,3803.76,662.6
200306406,1,33.03,3795.38,663.22
200309015,1,33.03,3787.82,663.78
200311624,1,33.03,3792.81,663.41
200314233,1,33.03,3796.73,663.12
200316842,1,33.03,3795.11,663.24
200319451,1,33.03,3798.62,662.98
200323338,1,33.01,3800.53,662.82
200325948,1,33.01,3807.16,662.33
200328557,1,33.02,3799.17,662.93
200331166,1,33.02,3801.88,662.73
200333775,1,33.02,3780.68,664.3
200336384,1,33.02,3770.04,665.09
200338993,1,33.02,3756.18,666.12
200341602,1,33.02,3751.34,666.48
200344211,1,33.02,3742.61,667.13
200346820,1,33.02,3742.2,667.16
200349429,1,33.02,3741.8,667.19
200352038,1,33.02,3747.04,666.8
200354647,1,33.02,3745.83,666.89
200357256,1,33.02,3743.68,667.05
200359865,1,33.02,3742.2,667.16
200363753,1,33.0,3745.72,666.88
200366362,1,33.01,3743.96,667.02
200368971,1,33.01,3754.84,666.21
200371580,1,33.01,3747.99,666.72
200374189,1,33.01,3750.81,666.51
200376798,1,33.01,3753.1,666.34
200379407,1,33.01,3754.31,666.25
200382016,1,33.01,3760.22,665.81
200384625,1,33.02,3763.98,665.54
200387234,1,33.02,3762.23,665.67
200389843,1,33.02,3770.58,665.05
200392452,1,33.02,3775.29,664.7
200395061,1,33.02,3763.31,665.59
200397670,1,33.02,3756.85,666.07
200400279,1,33.02,3742.61,667.13
200404166,1,33.0,3717.83,668.96
200406776,1,33.0,3720.64,668.75
200409385,1,33.01,3725.05,668.43
200411994,1,33.01,3716.88,669.04
200414603,1,33.01,3717.82,668.97
200417212,1,33.01,3715.41,669.15
200419821,1,33.01,3715.94,669.11
200422430,1,33.01,3716.75,669.05
200425039,1,33.01,3716.48,669.07
200427648,1,33.01,3738.32,667.44
200430257,1,33.01,3742.89,667.1
200432866,1,33.01,3755.52,666.16
200435475,1,33.01,3785.55,663.93
200438084,1,33.01,3795.0,663.23
200440693,1,33.01,3792.97,663.38
200444580,1,32.99,3788.94,663.66
200447189,1,33.0,3784.35,664.01
200449798,1,33.0,3783.81,664.05
200452407,1,33.0,3771.54,664.96
200455016,1,33.0,3766.29,665.35
200457625,1,33.0,3788.66,663.69
200460234,1,33.0,3779.63,664.36
200462843,1,33.01,3775.71,664.66
200465452,1,33.01,3790.95,663.53
200468061,1,33.01,3775.84,664.65
200470670,1,33.01,3774.36,664.76
200473279,1,33.01,3775.44,664.68
200475888,1,33.01,3762.51,665.64
200478497,1,33.01,3746.38,666.84
200481106,1,33.01,3713.4,669.3
200485030,1,32.99,3696.98,670.51
200487639,1,32.99,3688.17,671.17
200490248,1,32.99,3676.43,672.05
200492857,1,32.99,3667.78,672.7
200495466,1,32.99,3662.72,673.08
200498083,1,33.0,3658.98,673.37
200500692,1,33.0,3657.65,673.47
200503301,1,33.0,3657.38,673.49
200505910,1,33.0,3661.51,673.18
200508519,1,33.0,3663.9,673.0
200511128,1,33.0,3665.77,672.86
200513737,1,33.0,3668.96,672.62
200516346,1,33.0,3670.03,672.54
200518955,1,33.0,3679.89,671.8
200521564,1,33.0,3695.9,670.6
200525450,1,32.98,3691.79,670.89
200528061,1,32.99,3716.5,669.05
200530670,1,32.99,3738.75,667.39
200533279,1,32.99,3746.13,666.84
200535888,1,33.0,3747.2,666.77
200538497,1,32.99,3721.72,668.66
200541106,1,33.0,3709.67,669.57
200543715,1,33.0,3676.02,672.09
200546324,1,33.0,3662.17,673.13
200548933,1,33.0,3658.18,673.43
200551542,1,33.0,3678.69,671.89
200554151,1,33.0,3702.85,670.08
200556760,1,33.0,3722.78,668.59
200559369,1,33.0,3740.62,667.26
200561978,1,33.0,3734.58,667.71
200565864,1,32.98,3705.55,669.86
200568473,1,32.98,3703.67,670.0
200571082,1,32.98,3693.52,670.76
200573691,1,32.98,3689.38,671.07
200576300,1,32.98,3686.98,671.25
200578909,1,32.99,3704.73,669.93
200581518,1,32.99,3715.3,669.14
200584127,1,32.99,3706.6,669.79
200586736,1,32.99,3709.01,669.61
200589345,1,32.99,3691.77,670.9
200591954,1,32.99,3684.43,671.45
200594563,1,32.99,3672.17,672.37
200597172,1,33.0,3673.09,672.31
200599781,1,32.99,3664.18,672.97
200602390,1,33.0,3654.06,673.74
200606277,1,32.98,3635.63,675.11
200608886,1,32.98,3621.58,676.17
200611495,1,32.98,3617.48,676.48
200614104,1,32.98,3625.69,675.86
200616713,1,32.98,3628.21,675.67
200619322,1,32.99,3625.01,675.92
200621931,1,32.99,3633.1,675.31
200624540,1,32.99,3631.77,675.41
200627149,1,32.99,3632.3,675.37
200629758,1,32.99,3619.98,676.3
200632367,1,32.99,3611.9,676.91
200634976,1,32.99,3604.63,677.46
200637585,1,32.99,3598.42,677.93
200640194,1,32.99,3599.08,677.88
200642803,1,32.99,3596.83,678.05
200646690,1,32.97,3595.41,678.14
200649299,1,32.97,3595.01,678.17
200651908,1,32.98,3603.32,677.55
200654517,1,32.98,3611.39,676.94
200657126,1,32.98,3604.51,677.46
200659735,1,32.98,3599.09,677.87
200662344,1,32.98,3615.49,676.63
200664953,1,32.99,3614.68,676.7
200667562,1,32.99,3616.0,676.6
200670171,1,32.99,3613.75,676.77
200672780,1,32.99,3600.0,677.81
200675389,1,32.99,3595.64,678.14
200677998,1,32.99,3594.32,678.24
200680607,1,32.99,3594.45,678.23
200683216,1,33.0,3596.42,678.09
200687103,1,32.97,3594.35,678.22
200689713,1,32.98,3595.39,678.15
200692322,1,32.98,3593.94,678.26
200694931,1,32.98,3583.38,679.06
200697540,1,32.98,3578.11,679.46
200700149,1,32.99,3578.49,679.44
200702758,1,32.99,3583.9,679.03
200705367,1,32.99,3586.4,678.84
200707976,1,32.99,3589.17,678.63
200710585,1,32.99,3583.77,679.04
200713194,1,32.99,3588.51,678.68
200715803,1,32.99,3599.21,677.87
200718412,1,33.0,3611.62,676.94
200721021,1,33.0,3620.49,676.27
200723630,1,33.0,3631.49,675.44
200727517,1,32.98,3641.2,674.69
200730127,1,32.98,3614.43,676.71
200732736,1,32.98,3610.99,676.97
200735345,1,32.99,3605.16,677.42
200737954,1,32.99,3595.11,678.18
200740563,1,32.99,3584.16,679.01
200743172,1,32.99,3576.78,679.57
200745781,1,32.99,3565.85,680.4
200748390,1,32.99,3557.82,681.01
200750999,1,33.0,3557.02,681.08
200753608,1,33.0,3556.89,681.09
200756217,1,33.0,3564.51,680.51
200758826,1,33.0,3569.78,680.11
200761435,1,33.0,3565.04,680.47
200764044,1,33.0,3563.46,680.59
200767942,1,32.98,3547.45,681.79
200770552,1,32.98,3539.18,682.42
200773162,1,32.99,3541.79,682.23
200775771,1,32.99,3542.71,682.16
200778380,1,32.99,3554.27,681.28
200780989,1,32.99,3556.24,681.13
200783598,1,32.99,3547.83,681.77
200786207,1,32.99,3548.75,681.7
200788816,1,33.0,3549.66,681.64
200791425,1,33.0,3545.98,681.92
200794034,1,33.0,3549.0,681.69
200796643,1,33.0,3547.95,681.77
200799252,1,33.0,3548.47,681.73
200801861,1,33.0,3550.84,681.55
200804470,1,33.0,3544.01,682.07
200808353,1,32.98,3545.09,681.97
200810962,1,32.99,3552.69,681.4
200813571,1,32.99,3544.02,682.06
200816183,1,32.99,3541.14,682.28
200818792,1,32.99,3542.18,682.2
200821401,1,32.99,3542.45,682.18
200824010,1,32.99,3538.51,682.48
200826619,1,33.0,3538.63,682.48
200829228,1,32.99,3536.15,682.66
200831837,1,33.0,3547.82,681.78
200834446,1,33.0,3557.94,681.01
200837056,1,33.0,3569.65,680.12
200839665,1,33.0,3584.94,678.96
200842274,1,33.0,3591.67,678.45
200844883,1,33.0,3598.27,677.95
200848769,1,32.98,3596.98,678.03
200851378,1,32.98,3602.4,677.62
200853989,1,32.99,3597.89,677.97
200856598,1,32.99,3578.89,679.41
200859207,1,32.99,3575.99,679.63
200861816,1,32.99,3569.4,680.13
200864425,1,32.99,3567.82,680.25
200867034,1,32.99,3567.95,680.24
200869643,1,32.99,3563.87,680.55
200872252,1,32.99,3559.66,680.87
200874861,1,32.99,3555.98,681.15
200877470,1,32.99,3556.9,681.08
200880079,1,33.0,3559.65,680.88
200882688,1,33.0,3566.49,680.36
200885297,1,33.0,3570.97,680.02
200889225,1,32.98,3563.23,680.59
200891835,1,32.98,3554.29,681.27
200894444,1,32.98,3540.23,682.34
200897053,1,32.98,3529.61,683.15
200899662,1,32.99,3523.56,683.62
200902271,1,32.99,3520.03,683.89
200904880,1,32.99,3510.86,684.59
200907489,1,32.99,3503.93,685.12
200910098,1,32.99,3499.23,685.48
200912707,1,32.99,3496.49,685.69
200915316,1,32.99,3497.79,685.59
200917925,1,32.99,3497.92,685.58
200920534,1,32.99,3497.66,685.6
200923143,1,32.99,3492.96,685.96
200925752,1,32.99,3494.53,685.84
200929639,1,32.98,3509.44,684.69
200932249,1,32.98,3526.07,683.42
200934859,1,32.98,3519.91,683.89
200937468,1,32.98,3525.28,683.48
200940077,1,32.98,3533.41,682.86
200942686,1,32.99,3538.38,682.49
200945295,1,32.99,3535.62,682.7
200947904,1,32.99,3535.89,682.68
200950513,1,32.99,3535.23,682.73
200953122,1,32.99,3560.06,680.84
200955731,1,32.99,3548.62,681.71
200958339,1,32.99,3534.97,682.75
200960948,1,32.99,3512.7,684.45
200963557,1,32.99,3487.87,686.35
200966166,1,32.99,3477.18,687.17
200970053,1,32.97,3481.64,686.81
200972662,1,32.97,3521.5,683.76
200975271,1,32.97,3553.91,681.29
200977880,1,32.97,3545.24,681.95
200980489,1,32.97,3515.87,684.19
200983098,1,32.97,3491.17,686.08
200985707,1,32.98,3466.38,687.99
200988316,1,32.98,3458.06,688.63
200990925,1,32.97,3464.19,688.15
200993534,1,32.98,3454.28,688.92
200996143,1,32.98,3456.36,688.76
200998752,1,32.98,3460.27,688.46
201001361,1,32.98,3459.1,688.55
201003970,1,32.98,3452.73,689.04
201006579,1,32.98,3453.12,689.01
201010465,1,32.96,3474.62,687.34
201013074,1,32.96,3470.45,687.66
201015683,1,32.96,3486.22,686.45
201018292,1,32.97,3484.64,686.58
201020901,1,32.97,3482.29,686.76
201023510,1,32.97,3476.69,687.19
201026119,1,32.97,3471.09,687.62
201028728,1,32.97,3467.18,687.92
201031337,1,32.97,3462.63,688.27
201033946,1,32.97,3451.96,689.09
201036555,1,32.97,3455.73,688.8
201039164,1,32.97,3447.28,689.45
201041773,1,32.97,3440.14,690.0
201044382,1,32.97,3437.03,690.24
201046991,1,32.98,3441.94,689.87
201050878,1,32.96,3430.56,690.73
201053487,1,32.96,3440.94,689.93
201056096,1,32.96,3441.85,689.86
201058705,1,32.96,3438.34,690.13
201061314,1,32.96,3439.38,690.05
201063923,1,32.97,3438.72,690.11
201066532,1,32.97,3427.43,690.98
201069141,1,32.97,3439.62,690.04
201071750,1,32.97,3440.79,689.95
201074359,1,32.97,3447.16,689.46
201076968,1,32.97,3448.19,689.38
201079577,1,32.97,3449.75,689.26
201082186,1,32.97,3449.88,689.25
201084795,1,32.97,3460.8,688.41
201087404,1,32.98,3457.41,688.68
201091290,1,32.96,3453.93,688.93
201093899,1,32.96,3450.42,689.2
201096508,1,32.96,3437.44,690.2
201099117,1,32.96,3428.1,690.92
201101726,1,32.96,3421.49,691.43
201104335,1,32.97,3415.39,691.91
201106944,1,32.97,3417.72,691.73
201109553,1,32.97,3413.58,692.05
201112162,1,32.97,3415.65,691.89
201114771,1,32.97,3413.71,692.04
201117380,1,32.97,3413.97,692.02
201119989,1,32.97,3409.7,692.35
201122598,1,32.97,3416.43,691.83
201125207,1,32.97,3412.8,692.11
201127816,1,32.97,3417.07,691.78
201131704,1,32.95,3429.67,690.79
201134314,1,32.96,3435.36,690.36
201136924,1,32.96,3433.29,690.52
201139533,1,32.96,3409.46,692.36
201142142,1,32.96,3404.8,692.72
201144751,1,32.96,3441.98,689.85
201147360,1,32.96,3433.93,690.47
201149969,1,32.96,3411.52,692.2
201152578,1,32.97,3400.91,693.03
201155187,1,32.97,3392.38,693.69
201157796,1,32.97,3389.28,693.93
201160404,1,32.97,3390.06,693.87
201163013,1,32.97,3389.8,693.89
201165622,1,32.97,3394.7,693.51
201168231,1,32.97,3402.84,692.88
201172118,1,32.95,3405.34,692.67
201174727,1,32.95,3410.77,692.25
201177336,1,32.95,3411.93,692.16
201179945,1,32.95,3407.66,692.49
201182554,1,32.96,3396.14,693.39
201185163,1,32.96,3393.04,693.63
201187772,1,32.96,3381.3,694.54
201190381,1,32.96,3381.43,694.53
201192990,1,32.96,3385.95,694.18
201195599,1,32.96,3395.11,693.47
201198208,1,32.96,3391.37,693.76
201200817,1,32.96,3389.43,693.91
201203426,1,32.96,3390.33,693.84
201206035,1,32.96,3397.44,693.29
201208644,1,32.96,3394.47,693.52
201212531,1,32.94,3397.47,693.27
201215141,1,32.95,3397.19,693.3
201217750,1,32.95,3399.78,693.1
201220359,1,32.95,3395.13,693.46
201222968,1,32.95,3384.93,694.25
201225577,1,32.95,3376.68,694.89
201228186,1,32.95,3370.63,695.36
201230795,1,32.96,3364.43,695.85
201233404,1,32.96,3359.28,696.25
201236013,1,32.96,3356.97,696.43
201238621,1,32.96,3355.81,696.52
201241230,1,32.96,3355.81,696.52
201243839,1,32.96,3354.91,696.59
201246448,1,32.96,3360.05,696.19
201249057,1,32.96,3367.26,695.63
201252945,1,32.94,3380.18,694.61
201255555,1,32.94,3397.08,693.3
201258165,1,32.94,3408.2,692.44
201260774,1,32.95,3407.53,692.5
201263383,1,32.95,3396.42,693.36
201265992,1,32.95,3379.65,694.66
201268601,1,32.95,3369.47,695.45
